"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,26:11.00,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1306
1,2,26:17.53,Kenenisa BEKELE,13 JUN 1982,ETH,1,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1295
2,3,26:20.31,Kenenisa BEKELE,13 JUN 1982,ETH,1,Ostrava (CZE),08 JUN 2004,1291
3,4,26:22.75,Haile GEBRSELASSIE,18 APR 1973,ETH,1,"FBK Stadium, Hengelo (NED)",01 JUN 1998,1287
4,5,26:25.97,Kenenisa BEKELE,13 JUN 1982,ETH,1,"Eugene, OR (USA)",08 JUN 2008,1281
5,6,26:27.85,Paul TERGAT,17 JUN 1969,KEN,1,Bruxelles (BEL),22 AUG 1997,1278
6,7,26:28.72,Kenenisa BEKELE,13 JUN 1982,ETH,1,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1277
7,8,26:29.22,Haile GEBRSELASSIE,18 APR 1973,ETH,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1276
8,9,26:30.03,Nicholas KEMBOI,25 NOV 1983,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1275
9,10,26:30.74,Abebe DINKESA,06 MAR 1984,ETH,2,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1273
10,11,26:31.32,Haile GEBRSELASSIE,18 APR 1973,ETH,1,Oslo (NOR),04 JUL 1997,1273
11,12,26:33.84,Grant FISHER,22 APR 1997,USA,1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1268
12,13,26:33.93,Jacob KIPLIMO,14 NOV 2000,UGA,1,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1268
13,14,26:34.14,Mohammed AHMED,05 JAN 1991,CAN,2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1268
14,15,26:35.63,Micah Kemboi KOGO,30 JUN 1986,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1266
15,16,26:36.26,Paul KOECH,25 JUN 1969,KEN,2,Bruxelles (BEL),22 AUG 1997,1264
16,17,26:37.25,Zersenay TADESE,01 JAN 1982,ERI,2,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1263
17,18,26:38.08,Salah HISSOU,16 JAN 1972,MAR,1,Bruxelles (BEL),23 AUG 1996,1262
18,19,26:38.76,Ahmad Hassan ABDULLAH,04 APR 1981,QAT,3,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1260
19,20,26:39.69,Sileshi SIHINE,29 JAN 1983,ETH,1,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1259
20,21,26:39.77,Boniface KIPROP,12 OCT 1985,UGA,2,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1259
