"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,26:24,Rhonex KIPRUTO,12 OCT 1999,KEN,1,Valencia (ESP),12 JAN 2020,1285
1,2,26:33,Berihu AREGAWI,28 FEB 2001,ETH,1,Laredo (ESP),11 MAR 2023,1270
2,3,26:38,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,Valencia (ESP),01 DEC 2019,1262
3,4,26:43,Rhonex KIPRUTO,12 OCT 1999,KEN,1,Herzogenaurach (GER),12 SEP 2021,1254
4,5,26:44,Leonard Patrick KOMON,10 JAN 1988,KEN,1,Utrecht (NED),26 SEP 2010,1252
5,6,26:46,Rhonex KIPRUTO,12 OCT 1999,KEN,1,Praha (CZE),08 SEP 2018,1249
6,7,26:49,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,Cannes (FRA),06 MAR 2022,1244
7,7,26:49,Sabastian Kimaru SAWE,16 MAR 1995,KEN,1,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1244
8,9,26:50,Kibiwott KANDIE,20 JUN 1996,KEN,1,Herzogenaurach (GER),30 APR 2022,1242
9,10,26:51,Kibiwott KANDIE,20 JUN 1996,KEN,1,Genève (SUI),03 OCT 2021,1241
10,10,26:51,Nicholas KIPKORIR,29 SEP 1998,KEN,1,Brasov (ROU),25 SEP 2022,1241
11,12,26:53,Kibiwott KANDIE,20 JUN 1996,KEN,2,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1237
12,13,26:54,Sabastian Kimaru SAWE,16 MAR 1995,KEN,2,Herzogenaurach (GER),30 APR 2022,1236
13,13,26:54,Nicholas KIPKORIR,29 SEP 1998,KEN,3,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1236
14,15,26:55,Weldon LANGAT,24 FEB 1998,KEN,2,Brasov (ROU),25 SEP 2022,1234
15,15,26:55,Isaac Kibet NDIEMA,05 FEB 1999,KEN,3,Brasov (ROU),25 SEP 2022,1234
16,15,26:55,Weldon LANGAT,24 FEB 1998,KEN,1,Valencia (ESP),15 JAN 2023,1234
17,18,26:56,Tadese WORKU,20 JAN 2002,ETH,2,Herzogenaurach (GER),12 SEP 2021,1233
18,18,26:56,Rodrigue KWIZERA,10 OCT 1999,BDI,3,Herzogenaurach (GER),30 APR 2022,1233
19,20,26:57,Felix KIPKOECH,01 FEB 1998,KEN,2,Genève (SUI),03 OCT 2021,1231
20,20,26:57,Charles Kipkurui LANGAT,28 APR 1996,KEN,2,Valencia (ESP),15 JAN 2023,1231
21,22,26:58,Daniel Simiu EBENYO,18 SEP 1995,KEN,1,Valencia (ESP),09 JAN 2022,1229
22,22,26:58,Rhonex KIPRUTO,12 OCT 1999,KEN,4,Herzogenaurach (GER),30 APR 2022,1229
23,24,26:59,Tadese WORKU,20 JAN 2002,ETH,5,Herzogenaurach (GER),30 APR 2022,1228
24,25,27:00,Yasin HAJI,22 JAN 1996,ETH,1,Lille (FRA),20 MAR 2022,1226
25,25,27:00,Yasin HAJI,22 JAN 1996,ETH,6,Herzogenaurach (GER),30 APR 2022,1226
26,27,27:01,Micah Kemboi KOGO,30 JUN 1986,KEN,1,Brunssum (NED),29 MAR 2009,1225
27,27,27:01,Daniel KOSEN,10 MAY 2003,KEN,3,Valencia (ESP),15 JAN 2023,1225
28,29,27:02,Haile GEBRSELASSIE,18 APR 1973,ETH,1,Doha (QAT),13 DEC 2002,1223
29,29,27:02,Geoffrey KOECH,28 AUG 1993,KEN,1,Praha (CZE),07 SEP 2019,1223
30,31,27:04,Josphat Kiprono MENJO,20 AUG 1979,KEN,1,Barcelona (ESP),18 APR 2010,1220
31,31,27:04,Rodrigue KWIZERA,10 OCT 1999,BDI,4,Valencia (ESP),15 JAN 2023,1220
32,31,27:04,Jacob KROP,04 JUN 2001,KEN,5,Valencia (ESP),15 JAN 2023,1220
33,34,27:07,Micah Kemboi KOGO,30 JUN 1986,KEN,1,Brunssum (NED),01 APR 2007,1215
34,34,27:07,Mathew KIMELI,01 APR 1998,KEN,2,Praha (CZE),07 SEP 2019,1215
35,34,27:07,Rogers KIBET,26 MAR 2003,UGA,6,Valencia (ESP),15 JAN 2023,1215
36,37,27:08,Rhonex KIPRUTO,12 OCT 1999,KEN,1,"New York, NY (USA)",29 APR 2018,1213
37,38,27:09,Peter KAMAIS,07 NOV 1976,KEN,1,Tilburg (NED),06 SEP 2009,1212
38,38,27:09,Kennedy KIMUTAI,03 JUN 1999,KEN,3,Herzogenaurach (GER),12 SEP 2021,1212
39,38,27:09,Domnic Lokinyomo LOBALU,16 AUG 1998,SSD,7,Valencia (ESP),15 JAN 2023,1212
40,38,27:09,Rhonex KIPRUTO,12 OCT 1999,KEN,4,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1212
41,42,27:10,Leonard Patrick KOMON,10 JAN 1988,KEN,1,Utrecht (NED),27 SEP 2009,1210
42,42,27:10,Benard KIMELI,10 SEP 1995,KEN,1,Praha (CZE),09 SEP 2017,1210
43,42,27:10,Chimdessa DEBELE,13 SEP 2003,ETH,2,Valencia (ESP),09 JAN 2022,1210
44,45,27:11,Sammy KIPKETER,29 SEP 1981,KEN,1,"New Orleans, LA (USA)",30 MAR 2002,1209
45,45,27:11,Sammy KITWARA,26 NOV 1986,KEN,2,Utrecht (NED),26 SEP 2010,1209
46,45,27:11,Mathew KIMELI,01 APR 1998,KEN,2,Praha (CZE),09 SEP 2017,1209
47,45,27:11,Amos BETT,1986,KEN,1,Lille (FRA),01 OCT 2022,1209
48,49,27:12,Leonard Patrick KOMON,10 JAN 1988,KEN,1,Berlin (GER),10 OCT 2010,1207
49,49,27:12,Bravin Kipkogei KIPTOO,26 FEB 2001,KEN,3,Praha (CZE),07 SEP 2019,1207
50,49,27:12,Daniel Simiu EBENYO,18 SEP 1995,KEN,1,Houilles (FRA),29 DEC 2019,1207
51,49,27:12,Benard KIMELI,10 SEP 1995,KEN,2,Valencia (ESP),12 JAN 2020,1207
52,49,27:12,Gemechu DIDA,12 SEP 1999,ETH,1,Lille (FRA),19 MAR 2023,1207
53,54,27:13,Rhonex KIPRUTO,12 OCT 1999,KEN,3,Praha (CZE),09 SEP 2017,1205
54,54,27:13,Stephen KISSA,01 DEC 1988,UGA,1,Laredo (ESP),17 MAR 2019,1205
55,54,27:13,Julien WANDERS,18 MAR 1996,SUI,3,Valencia (ESP),12 JAN 2020,1205
56,54,27:13,Boniface KIBIWOTT,1993,KEN,3,Genève (SUI),03 OCT 2021,1205
57,54,27:13,Emmanuel KIPROP,21 AUG 1999,KEN,2,Lille (FRA),19 MAR 2023,1205
58,59,27:14,Chimdessa DEBELE,13 SEP 2003,ETH,1,Lille (FRA),06 NOV 2021,1204
59,59,27:14,Tsegay KIDANU,28 DEC 2001,ETH,1,Málaga (ESP),24 APR 2022,1204
60,59,27:14,Levy KIBET,15 OCT 2003,KEN,5,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1204
61,59,27:14,Hosea KIPLANGAT,01 MAR 2000,UGA,6,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1204
62,63,27:15,Micah Kemboi KOGO,30 JUN 1986,KEN,1,Brunssum (NED),03 APR 2011,1202
63,63,27:15,Leonard Patrick KOMON,10 JAN 1988,KEN,1,Berlin (GER),09 OCT 2011,1202
64,63,27:15,Laban KIPLIMO,,KEN,8,Valencia (ESP),15 JAN 2023,1202
65,66,27:16,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,Durban (RSA),14 OCT 2018,1201
66,66,27:16,Ronald KWEMOI,19 SEP 1995,KEN,1,Castellón (ESP),27 FEB 2022,1201
67,66,27:16,Gemechu DIDA,12 SEP 1999,ETH,7,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1201
68,69,27:18,Sammy KIPKETER,29 SEP 1981,KEN,1,Brunssum (NED),08 APR 2001,1197
69,69,27:18,Benard KIMELI,10 SEP 1995,KEN,1,Paderborn (GER),15 APR 2017,1197
70,69,27:18,Geoffrey KOECH,28 AUG 1993,KEN,2,Praha (CZE),08 SEP 2018,1197
71,69,27:18,Daniel Simiu EBENYO,18 SEP 1995,KEN,1f1,Berlin (GER),26 SEP 2020,1197
72,69,27:18,Samwel MASAI,20 MAR 2001,KEN,2,Castellón (ESP),27 FEB 2022,1197
73,69,27:18,Benson KIPLANGAT,17 JUN 2003,KEN,1,Ibiza (ESP),29 JAN 2023,1197
74,69,27:18,Stanley Waithaka MBURU,09 APR 2000,KEN,3,Lille (FRA),19 MAR 2023,1197
75,76,27:19,Moses Ndiema MASAI,01 JUN 1986,KEN,1,San Juan (PUR),28 FEB 2010,1196
76,76,27:19,Geoffrey MUTAI,07 OCT 1981,KEN,1,"Boston, MA (USA)",26 JUN 2011,1196
77,76,27:19,Mathew KIMELI,01 APR 1998,KEN,2,"New York, NY (USA)",29 APR 2018,1196
78,76,27:19,Gemechu DIDA,12 SEP 1999,ETH,7,Herzogenaurach (GER),30 APR 2022,1196
79,76,27:19,Daniel KOSEN,10 MAY 2003,KEN,4,Brasov (ROU),25 SEP 2022,1196
80,81,27:20,Tadese TAKELE,03 AUG 2002,ETH,2,Lille (FRA),01 OCT 2022,1194
81,81,27:20,Kiprono SITONIK,01 NOV 2001,KEN,4,Lille (FRA),19 MAR 2023,1194
82,81,27:20,Yasin HAJI,22 JAN 1996,ETH,8,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1194
83,84,27:21,Micah Kemboi KOGO,30 JUN 1986,KEN,1,Manchester (GBR),20 MAY 2007,1193
84,84,27:21,Vincent Kiprotich KIBET,19 MAR 1999,KEN,1,Berlin (GER),14 OCT 2018,1193
85,84,27:21,Shadrack Kipngetich KOECH,05 SEP 1997,KEN,4,Praha (CZE),07 SEP 2019,1193
86,84,27:21,Tadese TAKELE,03 AUG 2002,ETH,3,Castellón (ESP),27 FEB 2022,1193
87,84,27:21,Weldon LANGAT,24 FEB 1998,KEN,8,Herzogenaurach (GER),30 APR 2022,1193
88,89,27:22,Moses Ndiema MASAI,01 JUN 1986,KEN,1,Brunssum (NED),06 APR 2008,1191
89,89,27:22,Martin Irungu MATHATHI,25 DEC 1985,KEN,1,Brunssum (NED),28 MAR 2010,1191
90,89,27:22,Nicholas KIPKORIR,29 SEP 1998,KEN,4,Herzogenaurach (GER),12 SEP 2021,1191
91,92,27:23,Chala REGASA,30 APR 1997,ETH,1,Valencia (ESP),13 JAN 2019,1190
92,92,27:23,Keneth Kiprop RENJU,01 JUL 1996,KEN,2,Lille (FRA),06 NOV 2021,1190
93,92,27:23,Jacob KROP,04 JUN 2001,KEN,3,Valencia (ESP),09 JAN 2022,1190
94,92,27:23,Chimdessa DEBELE,13 SEP 2003,ETH,1,Laredo (ESP),19 MAR 2022,1190
95,92,27:23,Boniface KIBIWOTT,1993,KEN,2,Málaga (ESP),24 APR 2022,1190
96,92,27:23,Philemon KIPLIMO,10 OCT 1998,KEN,9,Herzogenaurach (GER),30 APR 2022,1190
97,92,27:23,Hillary KIPKOECH,20 DEC 1998,KEN,1,Castellón (ESP),26 FEB 2023,1190
98,99,27:24,Deriba Merga EJIGU,26 OCT 1980,ETH,1,Ottawa (CAN),23 MAY 2009,1188
99,100,27:24,William SIGEI,11 OCT 1969,KEN,1,"New Orleans, LA (USA)",16 APR 1994,1188
0,100,27:24,Zersenay TADESE,01 JAN 1982,ERI,2,Manchester (GBR),20 MAY 2007,1188
1,100,27:24,Davis KIPLANGAT,10 JUL 1998,KEN,1,Utrecht (NED),07 OCT 2018,1188
2,100,27:24,Stephen KISSA,01 DEC 1988,UGA,2,Valencia (ESP),13 JAN 2019,1188
3,100,27:24,Bayelign TESHAGER,09 FEB 2000,ETH,5,Herzogenaurach (GER),12 SEP 2021,1188
4,100,27:24,Weldon LANGAT,24 FEB 1998,KEN,1,Laredo (ESP),16 OCT 2021,1188
5,100,27:24,Hicham AMGHAR,15 MAY 1994,MAR,1,Praha (CZE),03 SEP 2022,1188
