"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,4:44.79,Hicham EL GUERROUJ,14 SEP 1974,MAR,1.0,"Olympiastadion, Berlin (GER)",07 SEP 1999,1290
1,2,4:46.88,Ali SAIDI-SIEF,15 MAR 1978,ALG,1.0,Strasbourg (FRA),19 JUN 2001,1268
2,3,4:47.88,Noureddine MORCELI,28 FEB 1970,ALG,1.0,Paris (FRA),03 JUL 1995,1257
3,4,4:48.36,Hicham EL GUERROUJ,14 SEP 1974,MAR,1.0,Gateshead (GBR),19 JUL 1998,1252
4,5,4:48.69,Vénuste NIYONGABO,09 DEC 1973,BDI,1.0,Nice (FRA),12 JUL 1995,1249
5,6,4:48.74,John Kemboi KIBOWEN,21 APR 1969,KEN,,Hechtel (BEL),01 AUG 1998,1248
6,7,4:49.00,Vénuste NIYONGABO,09 DEC 1973,BDI,1.0,Rieti (ITA),03 SEP 1997,1245
7,8,4:49.55,Noureddine MORCELI,28 FEB 1970,ALG,1.0,Nice (FRA),10 JUL 1996,1240
8,9,4:50.01,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1.0,"Bislett Stadion, Oslo (NOR)",11 JUN 2020,1235
9,10,4:50.08,Noah NGENY,02 NOV 1978,KEN,1.0,Stockholm (SWE),30 JUL 1999,1234
10,11,4:50.76,Craig MOTTRAM,18 JUN 1980,AUS,1.0,Melbourne (AUS),09 MAR 2006,1227
11,12,4:50.81,Saïd AOUITA,02 NOV 1959,MAR,1.0,Paris (FRA),16 JUL 1987,1227
12,13,4:51.17,Hicham EL GUERROUJ,14 SEP 1974,MAR,1.0,"Olympiastadion, Berlin (GER)",31 AUG 2001,1223
13,14,4:51.30,Daniel KOMEN,17 MAY 1976,KEN,1.0,Milano (ITA),05 JUN 1998,1221
14,15,4:51.39,Steve CRAM,14 OCT 1960,GBR,1.0,Budapest (HUN),04 AUG 1985,1221
15,16,4:51.52,John WALKER,12 JAN 1952,NZL,1.0,Oslo (NOR),30 JUN 1976,1219
16,17,4:51.98,Saïd AOUITA,02 NOV 1959,MAR,1.0,Bruxelles (BEL),05 SEP 1986,1214
17,18,4:52.20,Thomas WESSINGHAGE,22 FEB 1952,FRG,1.0,Ingelheim (FRG),31 AUG 1982,1212
18,19,4:52.23,Daniel KOMEN,17 MAY 1976,KEN,1.0,Bratislava (SVK),09 JUN 1998,1212
19,20,4:52.30,Vénuste NIYONGABO,09 DEC 1973,BDI,1.0,Bratislava (SVK),29 MAY 1996,1211
20,21,4:52.40,José Manuel ABASCAL,17 MAR 1958,ESP,1.0,Santander (ESP),07 SEP 1986,1210
21,22,4:52.44,Jim SPIVEY,07 MAR 1960,USA,1.0,Lausanne (SUI),15 SEP 1987,1210
22,23,4:52.53,Moses KIPTANUI,01 OCT 1970,KEN,1.0,"Olympiastadion, Berlin (GER)",21 AUG 1992,1209
23,24,4:52.82,Peter ELLIOTT,09 OCT 1962,GBR,2.0,Lausanne (SUI),15 SEP 1987,1206
24,24,4:52.82,Luke KIPKOSGEI,27 NOV 1975,KEN,2.0,Bratislava (SVK),09 JUN 1998,1206
25,26,4:52.88,Ismail SGHYR,16 MAR 1972,MAR,2.0,Nice (FRA),12 JUL 1995,1205
26,27,4:53.06,Jack BUCKNER,22 SEP 1961,GBR,3.0,Lausanne (SUI),15 SEP 1987,1203
27,28,4:53.12,Mehdi BAALA,17 AUG 1978,FRA,1.0,Strasbourg (FRA),23 JUN 2005,1203
28,29,4:53.21,Vénuste NIYONGABO,09 DEC 1973,BDI,1.0,Selargius (ITA),20 SEP 1995,1202
29,30,4:53.44,Luke KIPKOSGEI,27 NOV 1975,KEN,2.0,Milano (ITA),05 JUN 1998,1199
30,31,4:53.69,Gary STAINES,03 JUL 1963,GBR,4.0,Lausanne (SUI),15 SEP 1987,1197
31,32,4:53.72,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,2.0,"Bislett Stadion, Oslo (NOR)",11 JUN 2020,1197
32,33,4:53.84,Martin KEINO,20 JUN 1972,KEN,2.0,Nice (FRA),10 JUL 1996,1195
33,34,4:54.02,Saïd AOUITA,02 NOV 1959,MAR,1.0,Rieti (ITA),04 SEP 1985,1194
34,34,4:54.02,Vénuste NIYONGABO,09 DEC 1973,BDI,1.0,"Stadio Olimpico, Roma (ITA)",08 JUN 1995,1194
35,36,4:54.20,Sydney MAREE,09 SEP 1956,USA,2.0,Rieti (ITA),04 SEP 1985,1192
36,37,4:54.36,Paul BITOK,26 JUN 1970,KEN,2.0,"Olympiastadion, Berlin (GER)",07 SEP 1999,1190
37,38,4:54.46,Pierre DÉLÈZE,25 AUG 1958,SUI,5.0,Lausanne (SUI),15 SEP 1987,1189
38,39,4:54.54,Ali HAKIMI,24 APR 1976,TUN,3.0,Nice (FRA),10 JUL 1996,1188
39,40,4:54.66,Rui SILVA,03 AUG 1977,POR,3.0,"Olympiastadion, Berlin (GER)",07 SEP 1999,1187
40,41,4:54.67,Noureddine MORCELI,28 FEB 1970,ALG,1.0,Villeneuve d'Ascq (FRA),29 JUN 1997,1187
41,42,4:54.71,Steve SCOTT,05 MAY 1956,USA,2.0,Ingelheim (FRG),31 AUG 1982,1186
42,43,4:54.80,Stephen KIPKORIR,24 OCT 1970,KEN,3.0,Nice (FRA),12 JUL 1995,1186
43,44,4:54.88,José Manuel ABASCAL,17 MAR 1958,ESP,1.0,Santander (ESP),03 SEP 1985,1185
44,45,4:54.98,Saïd AOUITA,02 NOV 1959,MAR,1.0,Madrid (ESP),04 JUN 1985,1184
