"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,2.45,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Salamanca (ESP),27 JUL 1993,1314
1,2,2.44,Javier SOTOMAYOR,13 OCT 1967,CUB,1,San Juan (PUR),29 JUL 1989,1305
2,3,2.43,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Salamanca (ESP),08 SEP 1988,1296
3,3,2.43,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1296
4,5,2.42,Patrik SJÖBERG,05 JAN 1965,SWE,1,Stockholm (SWE),30 JUN 1987,1287
5,5,2.42,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Sevilla (ESP),05 JUN 1994,1287
6,5,2.42,Bohdan BONDARENKO,30 AUG 1989,UKR,1,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1287
7,5,2.42,Mutaz Essa BARSHIM,24 JUN 1991,QAT,2,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1287
8,9,2.41,Igor PAKLIN,15 JUN 1963,URS,1,Kobe (JPN),04 SEP 1985,1278
9,9,2.41,Javier SOTOMAYOR,13 OCT 1967,CUB,1,La Habana (CUB),25 JUN 1994,1278
10,9,2.41,Javier SOTOMAYOR,13 OCT 1967,CUB,1,"Crystal Palace, London (GBR)",15 JUL 1994,1278
11,9,2.41,Bohdan BONDARENKO,30 AUG 1989,UKR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1278
12,9,2.41,Bohdan BONDARENKO,30 AUG 1989,UKR,1,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1278
13,9,2.41,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1278
14,9,2.41,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,Eberstadt (GER),22 AUG 2014,1278
15,9,2.41,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1278
16,17,2.4,Rudolf POVARNITSYN,13 JUN 1962,URS,1,Donetsk (URS),11 AUG 1985,1269
17,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,La Habana (CUB),12 MAR 1989,1269
18,17,2.4,Patrik SJÖBERG,05 JAN 1965,SWE,1,Bruxelles (BEL),05 AUG 1989,1269
19,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Bogotá (COL),13 AUG 1989,1269
20,17,2.4,Sorin MATEI,06 JUL 1963,ROU,1,Bratislava (TCH),20 JUN 1990,1269
21,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Paris-St-Denis (FRA),19 JUL 1991,1269
22,17,2.4,Charles AUSTIN,19 DEC 1967,USA,1,"Letzigrund, Zürich (SUI)",07 AUG 1991,1269
23,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,La Habana (CUB),22 MAY 1993,1269
24,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,"Crystal Palace, London (GBR)",23 JUL 1993,1269
25,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1269
26,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Eberstadt (GER),10 JUL 1994,1269
27,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Nice (FRA),18 JUL 1994,1269
28,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,St. Petersburg (RUS),29 JUL 1994,1269
29,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,"Crystal Palace, London (GBR)",11 SEP 1994,1269
30,17,2.4,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Mar del Plata (ARG),25 MAR 1995,1269
31,17,2.4,Vyacheslav VORONIN,05 APR 1974,RUS,1,"Crystal Palace, London (GBR)",05 AUG 2000,1269
32,17,2.4,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1269
33,17,2.4,Derek DROUIN,06 MAR 1990,CAN,1,"Des Moines, IA (USA)",25 APR 2014,1269
34,17,2.4,Bohdan BONDARENKO,30 AUG 1989,UKR,1,Tokyo (JPN),11 MAY 2014,1269
35,17,2.4,Bohdan BONDARENKO,30 AUG 1989,UKR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,1269
36,17,2.4,Andrii PROTSENKO,20 MAY 1988,UKR,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,1269
37,17,2.4,Bohdan BONDARENKO,30 AUG 1989,UKR,1,"Stade Louis II, Monaco (MON)",18 JUL 2014,1269
38,17,2.4,Bohdan BONDARENKO,30 AUG 1989,UKR,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1269
39,17,2.4,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,Opole (POL),11 JUN 2016,1269
40,17,2.4,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1269
41,17,2.4,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,Eberstadt (GER),27 AUG 2017,1269
42,17,2.4,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1269
43,17,2.4,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1269
44,45,2.39,Jianhua ZHU,29 MAY 1963,CHN,1,Eberstadt (GER),10 JUN 1984,1260
45,45,2.39,Patrik SJÖBERG,05 JAN 1965,SWE,1,Göteborg (SWE),27 JUN 1987,1260
46,45,2.39,Hollis CONWAY,08 JAN 1967,USA,1,"Norman, OK (USA)",30 JUL 1989,1260
47,45,2.39,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Pau (FRA),26 JUN 1993,1260
48,45,2.39,Charles AUSTIN,19 DEC 1967,USA,1,"Olympic Stadium, Atlanta, GA (USA)",28 JUL 1996,1260
49,45,2.39,Ivan UKHOV,29 MAR 1986,RUS,1,Cheboksary (RUS),05 JUL 2012,1260
50,45,2.39,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,1260
51,45,2.39,Bohdan BONDARENKO,30 AUG 1989,UKR,1,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1260
52,45,2.39,Gianmarco TAMBERI,01 JUN 1992,ITA,1,"Stade Louis II, Monaco (MON)",15 JUL 2016,1260
53,54,2.38,Jianhua ZHU,29 MAY 1963,CHN,1,Shanghai (CHN),22 SEP 1983,1251
54,54,2.38,Patrik SJÖBERG,05 JAN 1965,SWE,1,Eberstadt (GER),16 JUN 1985,1251
55,54,2.38,Igor PAKLIN,15 JUN 1963,URS,1,Rieti (ITA),07 SEP 1986,1251
56,54,2.38,Patrik SJÖBERG,05 JAN 1965,SWE,1,"Stadio Olimpico, Roma (ITA)",06 SEP 1987,1251
57,54,2.38,Igor PAKLIN,15 JUN 1963,URS,2,"Stadio Olimpico, Roma (ITA)",06 SEP 1987,1251
58,54,2.38,Gennadiy AVDEYENKO,04 NOV 1963,URS,2,"Stadio Olimpico, Roma (ITA)",06 SEP 1987,1251
59,54,2.38,Gennadiy AVDEYENKO,04 NOV 1963,URS,1,Seoul (KOR),02 OCT 1987,1251
60,54,2.38,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Kvarnsveden (SWE),19 JUN 1988,1251
61,54,2.38,Sergey MALCHENKO,02 NOV 1963,URS,1,Banská Bystrica (TCH),04 SEP 1988,1251
62,54,2.38,Gennadiy AVDEYENKO,04 NOV 1963,URS,1,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988,1251
63,54,2.38,Hollis CONWAY,08 JAN 1967,USA,1,"Provo, UT (USA)",03 JUN 1989,1251
64,54,2.38,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Paris-St-Denis (FRA),23 JUN 1989,1251
65,54,2.38,Hollis CONWAY,08 JAN 1967,USA,1,Malmö (SWE),07 AUG 1990,1251
66,54,2.38,Hollis CONWAY,08 JAN 1967,USA,1,Bruxelles (BEL),10 AUG 1990,1251
67,54,2.38,Charles AUSTIN,19 DEC 1967,USA,1,"National Stadium, Tokyo (JPN)",01 SEP 1991,1251
68,54,2.38,Hollis CONWAY,08 JAN 1967,USA,1,Eberstadt (GER),03 JUL 1993,1251
69,54,2.38,Dragutin TOPIĆ,12 MAR 1971,YUG,1,Beograd (SRB),01 AUG 1993,1251
70,54,2.38,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Rhede (GER),06 AUG 1993,1251
71,54,2.38,Troy KEMP,18 JUN 1966,BAH,1,Nice (FRA),12 JUL 1995,1251
72,54,2.38,Artur PARTYKA,25 JUL 1969,POL,1,Eberstadt (GER),18 AUG 1996,1251
73,54,2.38,Jacques FREITAG,11 JUN 1982,RSA,1,Oudtshoorn (RSA),05 MAR 2005,1251
74,54,2.38,Andriy SOKOLOVSKIY,16 JUL 1978,UKR,1,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1251
75,54,2.38,Andrey SILNOV,09 SEP 1984,RUS,1,"Crystal Palace, London (GBR)",25 JUL 2008,1251
76,54,2.38,Bohdan BONDARENKO,30 AUG 1989,UKR,1,"Olympic Stadium, London (GBR)",26 JUL 2013,1251
77,54,2.38,Mutaz Essa BARSHIM,24 JUN 1991,QAT,2,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1251
78,54,2.38,Derek DROUIN,06 MAR 1990,CAN,3,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1251
79,54,2.38,Mutaz Essa BARSHIM,24 JUN 1991,QAT,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,1251
80,54,2.38,Bohdan BONDARENKO,30 AUG 1989,UKR,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",08 JUL 2014,1251
81,54,2.38,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1251
82,54,2.38,Bohdan BONDARENKO,30 AUG 1989,UKR,2,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1251
83,54,2.38,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1251
84,54,2.38,Guowei ZHANG,04 JUN 1991,CHN,2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1251
85,54,2.38,Derek DROUIN,06 MAR 1990,CAN,1,Eberstadt (GER),17 JUL 2016,1251
86,54,2.38,Derek DROUIN,06 MAR 1990,CAN,1,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,1251
87,54,2.38,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Bislett Stadion, Oslo (NOR)",15 JUN 2017,1251
88,54,2.38,Danil LYSENKO,19 MAY 1997,ANA,2,Eberstadt (GER),27 AUG 2017,1251
89,54,2.38,Mutaz Essa BARSHIM,24 JUN 1991,QAT,1,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1251
90,91,2.37,Jianhua ZHU,29 MAY 1963,CHN,1,Beijing (CHN),11 JUN 1983,1242
91,91,2.37,Valeriy SEREDA,30 JUN 1959,URS,1,Rieti (ITA),02 SEP 1984,1242
92,91,2.37,Carlo THRÄNHARDT,05 JUL 1957,FRG,2,Rieti (ITA),02 SEP 1984,1242
93,91,2.37,Igor PAKLIN,15 JUN 1963,URS,1,Köln (GER),17 AUG 1986,1242
94,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Athina (GRE),20 JUN 1987,1242
95,91,2.37,Tom MCCANTS,27 NOV 1962,USA,1,"Columbus, OH (USA)",08 MAY 1988,1242
96,91,2.37,Jerome CARTER,25 MAR 1963,USA,2,"Columbus, OH (USA)",08 MAY 1988,1242
97,91,2.37,Sorin MATEI,06 JUL 1963,ROU,1,Bucureşti (ROU),11 JUN 1988,1242
98,91,2.37,Patrik SJÖBERG,05 JAN 1965,SWE,1,Nice (FRA),10 JUL 1988,1242
99,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1,Bratislava (TCH),14 JUN 1989,1242
0,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1.0,Oslo (NOR),01 JUL 1989,1242
1,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1.0,Stockholm (SWE),03 JUL 1989,1242
2,91,2.37,Gennadiy AVDEYENKO,04 NOV 1963,URS,2.0,Stockholm (SWE),03 JUL 1989,1242
3,91,2.37,Patrik SJÖBERG,05 JAN 1965,SWE,1.0,"New York, NY (USA)",22 JUL 1989,1242
4,91,2.37,Hollis CONWAY,08 JAN 1967,USA,1.0,Helsinki (FIN),27 JUN 1990,1242
5,91,2.37,Dragutin TOPIĆ,12 MAR 1971,YUG,1.0,"Deveti Septemvri Stadium, Plovdiv (BUL)",12 AUG 1990,1242
6,91,2.37,Hollis CONWAY,08 JAN 1967,USA,1.0,Zürich (SUI),15 AUG 1990,1242
7,91,2.37,Sorin MATEI,06 JUL 1963,ROU,2.0,Zürich (SUI),15 AUG 1990,1242
8,91,2.37,Sergiy DYMCHENKO,23 AUG 1967,URS,1.0,Kiev (URS),16 SEP 1990,1242
9,91,2.37,Hollis CONWAY,08 JAN 1967,USA,1.0,Sheffield (GBR),25 JUL 1991,1242
10,91,2.37,Steve SMITH,29 MAR 1973,GBR,1.0,"Olympic Stadium, Jamsil, Seoul (KOR)",20 SEP 1992,1242
11,91,2.37,Troy KEMP,18 JUN 1966,BAH,2.0,Pau (FRA),26 JUN 1993,1242
12,91,2.37,Artur PARTYKA,25 JUL 1969,POL,2.0,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1242
13,91,2.37,Steve SMITH,29 MAR 1973,GBR,3.0,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1242
14,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1.0,"Stadio Olimpico, Roma (ITA)",08 JUN 1994,1242
15,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1242
16,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1.0,Madrid (ESP),06 SEP 1994,1242
17,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1.0,Eberstadt (GER),09 JUL 1995,1242
18,91,2.37,Troy KEMP,18 JUN 1966,BAH,2.0,Eberstadt (GER),09 JUL 1995,1242
19,91,2.37,Javier SOTOMAYOR,13 OCT 1967,CUB,1.0,"Helmántico, Salamanca (ESP)",18 JUL 1995,1242
20,91,2.37,Troy KEMP,18 JUN 1966,BAH,1.0,"Ullevi Stadium, Göteborg (SWE)",08 AUG 1995,1242
