"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,12:49,Berihu AREGAWI,28 FEB 2001,ETH,1.0,Barcelona (ESP),31 DEC 2021,1250
1,2,12:50,Yomif KEJELCHA,01 AUG 1997,ETH,1.0,Lille (FRA),19 MAR 2023,1247
2,3,12:51,Joshua CHEPTEGEI,12 SEP 1996,UGA,1.0,Monaco (MON),16 FEB 2020,1243
3,4,12:52,Berihu AREGAWI,28 FEB 2001,ETH,1.0,Lille (FRA),06 NOV 2021,1239
4,5,12:53,Yomif KEJELCHA,01 AUG 1997,ETH,1.0,Herzogenaurach (GER),30 APR 2022,1235
5,6,12:55,Nicholas KIPKORIR,29 SEP 1998,KEN,2.0,Herzogenaurach (GER),30 APR 2022,1228
6,7,12:59,Berihu AREGAWI,28 FEB 2001,ETH,1.0,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021,1215
7,8,13:00,Sammy KIPKETER,29 SEP 1981,KEN,1.0,"Carlsbad, CA (USA)",26 MAR 2000,1211
8,9,13:00,Sammy KIPKETER,29 SEP 1981,KEN,1.0,"Carlsbad, CA (USA)",01 APR 2001,1210
9,9,13:00,Nicholas KIPKORIR,29 SEP 1998,KEN,1.0,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022,1210
10,9,13:00,Domnic Lokinyomo LOBALU,16 AUG 1998,SSD,2.0,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022,1210
11,12,13:01,Grant FISHER,22 APR 1997,USA,3.0,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022,1206
12,13,13:02,Birhanu BALEW,27 FEB 1996,BRN,2.0,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021,1205
13,14,13:02,Jacob KROP,04 JUN 2001,KEN,3.0,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021,1203
14,15,13:02,Levy KIBET,15 OCT 2003,KEN,3.0,Herzogenaurach (GER),30 APR 2022,1202
15,16,13:03,Nicholas KIPKORIR,29 SEP 1998,KEN,4.0,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021,1201
16,17,13:03,Telahun Haile BEKELE,13 MAY 1999,ETH,4.0,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022,1199
17,18,13:04,Berihu AREGAWI,28 FEB 2001,ETH,5.0,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022,1195
18,18,13:04,Reynold Kipkorir CHERUIYOT,30 JUL 2004,KEN,2.0,Lille (FRA),19 MAR 2023,1195
19,20,13:05,Yomif KEJELCHA,01 AUG 1997,ETH,5.0,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021,1194
20,21,13:06,Jacob KROP,04 JUN 2001,KEN,1.0,Herzogenaurach (GER),12 SEP 2021,1188
21,21,13:06,Birhanu BALEW,27 FEB 1996,BRN,1.0,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1188
22,21,13:06,Yomif KEJELCHA,01 AUG 1997,ETH,2.0,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1188
23,24,13:07,Birhanu BALEW,27 FEB 1996,BRN,4.0,Herzogenaurach (GER),30 APR 2022,1184
24,24,13:07,Michael Kiplangat TEMOI,26 MAR 2005,KEN,1.0,Lille (FRA),01 OCT 2022,1184
25,24,13:07,Telahun Haile BEKELE,13 MAY 1999,ETH,3.0,Lille (FRA),19 MAR 2023,1184
26,27,13:09,Muktar EDRIS,14 JAN 1994,ETH,2.0,Herzogenaurach (GER),12 SEP 2021,1177
27,28,13:10,Dejene BIRHANU,12 DEC 1980,ETH,1.0,"Carlsbad, CA (USA)",03 APR 2005,1173
28,28,13:10,Telahun Haile BEKELE,13 MAY 1999,ETH,1.0,Lille (FRA),20 MAR 2022,1173
29,28,13:10,Cornelius KEMBOI,29 FEB 2000,KEN,6.0,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022,1173
30,31,13:11,Eliud KIPCHOGE,05 NOV 1984,KEN,1.0,"Carlsbad, CA (USA)",11 APR 2010,1170
31,31,13:11,Dejen GEBREMESKEL,24 NOV 1989,ETH,1.0,"Carlsbad, CA (USA)",03 APR 2011,1170
32,31,13:11,Dejen GEBREMESKEL,24 NOV 1989,ETH,1.0,"Carlsbad, CA (USA)",01 APR 2012,1170
