"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,55:21,Zersenay TADESE,01 JAN 1982,ERI,,Lisboa (POR),21 MAR 2010,1241
1,2,55:48,Haile GEBRSELASSIE,18 APR 1973,ETH,,"Tempe, AZ (USA)",15 JAN 2006,1221
2,3,56:01,Zersenay TADESE,01 JAN 1982,ERI,1.0,Debrecen (HUN),08 OCT 2006,1211
3,4,56:18,Paul TERGAT,17 JUN 1969,KEN,,Milano (ITA),04 APR 1998,1199
4,5,56:41,Robert Kipkorir KIPCHUMBA,24 FEB 1984,KEN,2.0,Debrecen (HUN),08 OCT 2006,1182
5,6,56:52,Eshetu WENDIMU,03 OCT 1986,ETH,1.0,Alphen aan den Rijn (NED),11 MAR 2007,1175
6,7,57:01,Mekubo MOGUSU,25 DEC 1986,KEN,1.0,Tachikawa (JPN),20 OCT 2007,1168
7,8,57:15,Wilson Kiprotich KEBENEI,20 JUL 1980,KEN,3.0,Debrecen (HUN),08 OCT 2006,1158
8,8,57:15,Dennis Musembi NDISO,31 DEC 1983,KEN,1.0,Alphen aan den Rijn (NED),09 MAR 2008,1158
9,10,57:19,Evans Kiprop CHERUIYOT,10 MAY 1982,KEN,1.0,Paris (FRA),16 OCT 2005,1155
10,11,57:20,Patrick Mutuku IVUTI,30 JUL 1978,KEN,2.0,Alphen aan den Rijn (NED),09 MAR 2008,1155
11,12,57:21,Wilson Kipkemei BUSIENEI,18 AUG 1981,UGA,4.0,Debrecen (HUN),08 OCT 2006,1154
12,13,57:22,Mekubo MOGUSU,25 DEC 1986,KEN,1.0,Tachikawa (JPN),22 OCT 2005,1153
13,13,57:22,Wifred Kipkoech TARAGON,09 JUN 1985,KEN,5.0,Debrecen (HUN),08 OCT 2006,1153
14,15,57:27,Deriba Merga EJIGU,26 OCT 1980,ETH,6.0,Debrecen (HUN),08 OCT 2006,1150
15,15,57:27,Tadesse TOLA,31 OCT 1987,ETH,7.0,Debrecen (HUN),08 OCT 2006,1150
16,15,57:27,Josphat Ledama KISAISA,25 JUN 1998,KEN,1.0,Tachikawa (JPN),14 OCT 2017,1150
17,18,57:31,Ben Kimutai KIMWOLE,1978,KEN,2.0,Paris (FRA),16 OCT 2005,1147
18,19,57:33,Mubarak Hassan SHAMI,02 DEC 1980,QAT,8.0,Debrecen (HUN),08 OCT 2006,1146
19,19,57:33,Emmanuel MUTAI,12 OCT 1984,KEN,3.0,Alphen aan den Rijn (NED),09 MAR 2008,1146
20,19,57:33,Dominic NYAIRO,22 AUG 1997,KEN,2.0,Tachikawa (JPN),14 OCT 2017,1146
21,22,57:34,Evans Kiprop CHERUIYOT,10 MAY 1982,KEN,2.0,Alphen aan den Rijn (NED),11 MAR 2007,1145
22,23,57:37,Khalid KHANNOUCHI,22 DEC 1971,MAR,1.0,"New Haven, CT (USA)",07 SEP 1998,1143
23,23,57:37,James Kabogor YATICH,22 OCT 1984,KEN,3.0,Alphen aan den Rijn (NED),11 MAR 2007,1143
24,25,57:38,Robert Kiprotich CHERUIYOT,20 DEC 1974,KEN,1.0,Paris (FRA),13 OCT 2002,1142
25,26,57:40,Tessema ABSHERO,09 DEC 1986,ETH,4.0,Alphen aan den Rijn (NED),09 MAR 2008,1141
26,27,57:42,Girma TOLA,19 OCT 1974,ETH,3.0,Paris (FRA),16 OCT 2005,1139
27,27,57:42,Dieudonné DISI,24 APR 1980,RWA,9.0,Debrecen (HUN),08 OCT 2006,1139
28,27,57:42,Sammy KITWARA,26 NOV 1986,KEN,1.0,Paris (FRA),12 OCT 2008,1139
29,30,57:43,James Kibocha THEURI,30 NOV 1978,FRA,4.0,Paris (FRA),16 OCT 2005,1138
30,31,57:44,Elliah MBOGO,1988,KEN,5.0,Alphen aan den Rijn (NED),09 MAR 2008,1138
31,32,57:46,Hendrick RAMAALA,02 FEB 1972,RSA,1.0,Paris (FRA),18 OCT 1998,1136
