"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,1:40.91,David RUDISHA,17 DEC 1988,KEN,1,"Olympic Stadium, London (GBR)",09 AUG 2012,1301
1,2,1:41.01,David RUDISHA,17 DEC 1988,KEN,1f1,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1298
2,3,1:41.09,David RUDISHA,17 DEC 1988,KEN,1,"Olympiastadion, Berlin (GER)",22 AUG 2010,1296
3,4,1:41.11,Wilson KIPKETER,12 DEC 1972,DEN,1,Köln (GER),24 AUG 1997,1295
4,5,1:41.24,Wilson KIPKETER,12 DEC 1972,DEN,1f1,Zürich (SUI),13 AUG 1997,1291
5,6,1:41.33,David RUDISHA,17 DEC 1988,KEN,1f1,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1288
6,7,1:41.51,David RUDISHA,17 DEC 1988,KEN,1f1,Heusden-Zolder (BEL),10 JUL 2010,1282
7,8,1:41.54,David RUDISHA,17 DEC 1988,KEN,1,Paris (FRA),06 JUL 2012,1281
8,9,1:41.73,Sebastian COE,29 SEP 1956,GBR,1,Firenze (ITA),10 JUN 1981,1275
9,9,1:41.73,Wilson KIPKETER,12 DEC 1972,DEN,1,Stockholm (SWE),07 JUL 1997,1275
10,9,1:41.73,Nijel AMOS,15 MAR 1994,BOT,2,"Olympic Stadium, London (GBR)",09 AUG 2012,1275
11,12,1:41.74,David RUDISHA,17 DEC 1988,KEN,1,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1275
12,13,1:41.77,Joaquim CRUZ,12 MAR 1963,BRA,1,Köln (GER),26 AUG 1984,1274
13,14,1:41.83,Wilson KIPKETER,12 DEC 1972,DEN,1,Rieti (ITA),01 SEP 1996,1272
14,15,1:41.89,Nijel AMOS,15 MAR 1994,BOT,1,"Stade Louis II, Monaco (MON)",12 JUL 2019,1270
15,16,1:42.01,David RUDISHA,17 DEC 1988,KEN,1f1,Rieti (ITA),06 SEP 2009,1266
