"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,2:03:06,Daniel BAUTISTA,04 AUG 1952,MEX,1,Cherkassy (URS),27 APR 1980,1227
1,2,2:05:06,Nathan DEAKES,17 AUG 1977,AUS,1,Hobart (AUS),27 AUG 2006,1202
2,3,2:05:17,Vitaliy POPOVICH,22 OCT 1962,URS,,Sochi (URS),19 FEB 1989,1200
3,4,2:05:26,Chao ZHANG,,CHN,1,Xi'an (CHN),23 OCT 2006,1198
4,5,2:05:28,Mikel ODRIOZOLA,25 MAY 1973,ESP,1,Badalona (ESP),19 JAN 2003,1197
5,6,2:07:03,Veli-Matti PARTANEN,28 OCT 1991,FIN,1,Espoo (FIN),17 JUN 2018,1178
6,7,2:07:21,Oleksiy KAZANIN,22 MAY 1982,UKR,1,Yevpatoriya (UKR),15 MAR 2009,1174
7,8,2:07:34,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1f1,Dublin (IRL),20 DEC 2008,1171
8,8,2:07:34,Veli-Matti PARTANEN,28 OCT 1991,FIN,1,Savonlinna (FIN),09 JUN 2019,1171
9,10,2:07:42,Håvard HAUKENES,22 APR 1990,NOR,,Cork (IRL),19 DEC 2020,1170
10,11,2:08:08,Xuejin BAI,06 JUN 1987,CHN,2,Xi'an (CHN),23 OCT 2006,1165
11,12,2:08:28,Reima SALONEN,19 OCT 1955,FIN,1,Eura (FIN),11 SEP 1988,1160
12,13,2:08:29,Oleksiy SHELEST,27 MAR 1973,UKR,2,Yevpatoriya (UKR),15 MAR 2009,1160
13,14,2:08:43,Hao WANG,16 AUG 1989,CHN,1,Xintai (CHN),25 OCT 2008,1157
14,15,2:08:46,Zhen WANG,24 AUG 1991,CHN,1,Zhengzhou (CHN),16 MAR 2008,1157
15,16,2:08:59,Robert HEFFERNAN,28 FEB 1978,IRL,2f1,Dublin (IRL),20 DEC 2008,1154
16,17,2:09:01,Oleksiy SHELEST,27 MAR 1973,UKR,1,Yevpatoriya (UKR),04 MAR 2005,1154
17,18,2:09:37,Marco DE LUCA,12 MAY 1981,ITA,1,Ascoli (ITA),10 OCT 2004,1146
18,19,2:09:51,Jozef PRIBILINEC,06 JUL 1960,TCH,1,Sesto San Giovanni (ITA),01 MAY 1988,1144
19,20,2:09:52,José MARÍN,25 JAN 1950,ESP,2,Sesto San Giovanni (ITA),01 MAY 1988,1143
20,21,2:10:09,Yoshimi HARA,02 MAR 1968,JPN,,Neagari (JPN),29 SEP 1996,1140
21,22,2:10:30,Geng ZHIYAO,15 AUG 1987,CHN,3,Xi'an (CHN),23 OCT 2006,1136
22,23,2:10:33,Rhydian COWLEY,04 JAN 1991,AUS,1,"Middle Park, Melbourne (AUS)",28 JUL 2019,1135
