"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,3:26.00,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Stadio Olimpico, Roma (ITA)",14 JUL 1998,1302
1,2,3:26.12,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Bruxelles (BEL),24 AUG 2001,1301
2,3,3:26.34,Bernard LAGAT,12 DEC 1974,KEN,2,Bruxelles (BEL),24 AUG 2001,1297
3,4,3:26.45,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,Zürich (SUI),12 AUG 1998,1296
4,5,3:26.69,Asbel KIPROP,30 JUN 1989,KEN,1,"Stade Louis II, Monaco (MON)",17 JUL 2015,1292
5,6,3:26.89,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Zürich (SUI),16 AUG 2002,1289
6,7,3:26.96,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Rieti (ITA),08 SEP 2002,1288
7,8,3:27.21,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,Zürich (SUI),11 AUG 2000,1285
8,9,3:27.34,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Stade Louis II, Monaco (MON)",19 JUL 2002,1283
9,10,3:27.37,Noureddine MORCELI,28 FEB 1970,ALG,1,Nice (FRA),12 JUL 1995,1282
10,11,3:27.40,Bernard LAGAT,12 DEC 1974,KEN,1,Zürich (SUI),06 AUG 2004,1282
11,12,3:27.52,Noureddine MORCELI,28 FEB 1970,ALG,1,"Stade Louis II, Monaco (MON)",25 JUL 1995,1280
12,13,3:27.64,Hicham EL GUERROUJ,14 SEP 1974,MAR,2,Zürich (SUI),06 AUG 2004,1279
13,13,3:27.64,Silas KIPLAGAT,20 AUG 1989,KEN,1,"Stade Louis II, Monaco (MON)",18 JUL 2014,1279
14,15,3:27.65,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1278
15,16,3:27.72,Asbel KIPROP,30 JUN 1989,KEN,1,"Stade Louis II, Monaco (MON)",19 JUL 2013,1277
16,17,3:27.91,Bernard LAGAT,12 DEC 1974,KEN,2,"Stade Louis II, Monaco (MON)",19 JUL 2002,1275
17,18,3:27.95,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1274
18,19,3:28.12,Noah NGENY,02 NOV 1978,KEN,2f1,Zürich (SUI),11 AUG 2000,1272
19,20,3:28.28,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Stade Louis II, Monaco (MON)",09 JUL 2021,1269
20,21,3:28.32,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"National Stadium, Tokyo (JPN)",07 AUG 2021,1269
21,22,3:28.37,Noureddine MORCELI,28 FEB 1970,ALG,1,"Stade Louis II, Monaco (MON)",09 SEP 1995,1268
22,22,3:28.37,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,1268
23,24,3:28.38,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,St-Denis (FRA),06 JUL 2001,1268
24,25,3:28.40,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1268
25,26,3:28.41,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2018,1267
26,27,3:28.45,Asbel KIPROP,30 JUN 1989,KEN,2,"Stade Louis II, Monaco (MON)",18 JUL 2014,1267
27,27,3:28.45,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Stade Louis II, Monaco (MON)",14 AUG 2020,1267
28,29,3:28.51,Bernard LAGAT,12 DEC 1974,KEN,3f1,Zürich (SUI),11 AUG 2000,1266
29,30,3:28.57,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,Zürich (SUI),11 AUG 1999,1265
30,31,3:28.68,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,"Stade Louis II, Monaco (MON)",14 AUG 2020,1264
31,32,3:28.72,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,1263
32,33,3:28.73,Noah NGENY,02 NOV 1978,KEN,2,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1263
33,34,3:28.75,Taoufik MAKHLOUFI,29 APR 1988,ALG,2,"Stade Louis II, Monaco (MON)",17 JUL 2015,1263
34,35,3:28.76,Mohamed KATIR,17 FEB 1998,ESP,2,"Stade Louis II, Monaco (MON)",09 JUL 2021,1262
35,36,3:28.77,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1262
36,37,3:28.79,Abdelaati IGUIDER,25 MAR 1987,MAR,3,"Stade Louis II, Monaco (MON)",17 JUL 2015,1262
37,38,3:28.80,Elijah Motonei MANANGOI,05 JAN 1993,KEN,1,"Stade Louis II, Monaco (MON)",21 JUL 2017,1262
38,39,3:28.81,Mo FARAH,23 MAR 1983,GBR,2,"Stade Louis II, Monaco (MON)",19 JUL 2013,1262
39,39,3:28.81,Ronald KWEMOI,19 SEP 1995,KEN,3,"Stade Louis II, Monaco (MON)",18 JUL 2014,1262
40,41,3:28.84,Noah NGENY,02 NOV 1978,KEN,1,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999,1261
41,42,3:28.86,Noureddine MORCELI,28 FEB 1970,ALG,1,Rieti (ITA),06 SEP 1992,1261
42,43,3:28.88,Asbel KIPROP,30 JUN 1989,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2012,1261
43,44,3:28.89,Mohamed KATIR,17 FEB 1998,ESP,2,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1261
44,45,3:28.91,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,Zürich (SUI),13 AUG 1997,1260
45,46,3:28.92,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Bruxelles (BEL),22 AUG 1997,1260
46,47,3:28.93,Noah NGENY,02 NOV 1978,KEN,1,"Olympiastadion, München (GER)",11 SEP 1999,1260
47,47,3:28.93,Mo FARAH,23 MAR 1983,GBR,4,"Stade Louis II, Monaco (MON)",17 JUL 2015,1260
48,49,3:28.95,Fermín CACHO,16 FEB 1969,ESP,2f1,Zürich (SUI),13 AUG 1997,1260
49,50,3:28.98,Mehdi BAALA,17 AUG 1978,FRA,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1259
50,51,3:29.01,Timothy CHERUIYOT,20 NOV 1995,KEN,2,"National Stadium, Tokyo (JPN)",07 AUG 2021,1259
51,52,3:29.02,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,1,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1259
52,52,3:29.02,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Letzigrund, Zürich (SUI)",08 SEP 2022,1259
53,52,3:29.02,Yared NUGUSE,01 JUN 1999,USA,3,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1259
54,55,3:29.05,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Bruxelles (BEL),23 AUG 1996,1258
55,55,3:29.05,Josh KERR,08 OCT 1997,GBR,3,"National Stadium, Tokyo (JPN)",07 AUG 2021,1258
56,55,3:29.05,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1258
57,58,3:29.06,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,"Letzigrund, Zürich (SUI)",17 AUG 2001,1258
58,59,3:29.08,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Rieti (ITA),02 SEP 2001,1258
59,59,3:29.08,Timothy CHERUIYOT,20 NOV 1995,KEN,4,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1258
60,61,3:29.10,Timothy CHERUIYOT,20 NOV 1995,KEN,2,"Stade Louis II, Monaco (MON)",21 JUL 2017,1258
61,62,3:29.12,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Bislett Stadion, Oslo (NOR)",09 JUL 1998,1257
62,63,3:29.13,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Zürich (SUI),15 AUG 2003,1257
63,64,3:29.14,Rashid RAMZI,17 JUL 1980,BRN,2,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1257
64,65,3:29.18,Vénuste NIYONGABO,09 DEC 1973,BDI,2,Bruxelles (BEL),22 AUG 1997,1256
65,65,3:29.18,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Heusden-Zolder (BEL),31 JUL 2004,1256
66,65,3:29.18,Asbel KIPROP,30 JUN 1989,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1256
67,65,3:29.18,Mario GARCÍA,29 JUN 1999,ESP,5,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1256
68,69,3:29.19,Noah NGENY,02 NOV 1978,KEN,1,Bruxelles (BEL),03 SEP 1999,1256
69,70,3:29.20,Noureddine MORCELI,28 FEB 1970,ALG,1,Narbonne (FRA),17 JUN 1993,1256
70,71,3:29.21,Bernard LAGAT,12 DEC 1974,KEN,1,Paris (FRA),23 JUL 2004,1256
71,72,3:29.23,Jake WIGHTMAN,11 JUL 1994,GBR,1,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,1256
72,73,3:29.25,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,3,"Stade Louis II, Monaco (MON)",09 JUL 2021,1255
73,74,3:29.26,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1255
74,74,3:29.26,Azeddine HABZ,19 JUL 1993,FRA,6,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1255
75,76,3:29.27,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Stade Charléty, Paris (FRA)",14 SEP 2002,1255
76,76,3:29.27,Silas KIPLAGAT,20 AUG 1989,KEN,1,"Stade Louis II, Monaco (MON)",22 JUL 2010,1255
77,78,3:29.29,William CHIRCHIR,06 FEB 1979,KEN,3,Bruxelles (BEL),24 AUG 2001,1255
78,79,3:29.30,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Stockholm (SWE),07 JUL 1997,1255
79,79,3:29.30,Bernard LAGAT,12 DEC 1974,USA,1,Rieti (ITA),28 AUG 2005,1255
80,81,3:29.33,Asbel KIPROP,30 JUN 1989,KEN,1,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1254
81,82,3:29.41,Oliver HOARE,29 JAN 1997,AUS,7,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1253
82,83,3:29.43,Vénuste NIYONGABO,09 DEC 1973,BDI,3f1,Zürich (SUI),13 AUG 1997,1253
