"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,2.09,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,"Stadio Olimpico, Roma (ITA)",30 AUG 1987,1309
1,2,2.08,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Sofia (BUL),31 MAY 1986,1299
2,2,2.08,Blanka VLAŠIĆ,08 NOV 1983,CRO,1,Zagreb (CRO),31 AUG 2009,1299
3,4,2.07,Lyudmila ANDONOVA,06 MAY 1960,BUL,1,Berlin (GDR),20 JUL 1984,1289
4,4,2.07,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Sofia (BUL),25 MAY 1986,1289
5,4,2.07,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Cagliari (ITA),16 SEP 1987,1289
6,4,2.07,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Sofia (BUL),03 SEP 1988,1289
7,4,2.07,Blanka VLAŠIĆ,08 NOV 1983,CRO,1,Stockholm (SWE),07 AUG 2007,1289
8,4,2.07,Anna CHICHEROVA,22 JUL 1982,RUS,1,Cheboksary (RUS),22 JUL 2011,1289
9,10,2.06,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Moskva (URS),18 AUG 1985,1279
10,10,2.06,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Fürth (GER),15 JUN 1986,1279
11,10,2.06,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Cagliari (ITA),14 SEP 1986,1279
12,10,2.06,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Wörrstadt (GER),06 JUN 1987,1279
13,10,2.06,Stefka KOSTADINOVA,25 MAR 1965,BUL,1,Rieti (ITA),08 SEP 1987,1279
14,10,2.06,Kajsa BERGQVIST,12 OCT 1976,SWE,1,Eberstadt (GER),26 JUL 2003,1279
15,10,2.06,Hestrie CLOETE,26 AUG 1978,RSA,1,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1279
16,10,2.06,Yelena SLESARENKO,28 FEB 1982,RUS,1,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1279
