"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,50:32,Evaline CHIRCHIR,02 FEB 1998,KEN,1,Amsterdam (NED),22 SEP 2019,1190
1,2,50:35,Irine Chepet CHEPTAI,04 FEB 1992,KEN,2,Amsterdam (NED),22 SEP 2019,1189
2,3,50:39,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,1,Amsterdam (NED),20 SEP 2009,1187
3,4,50:42,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,1,Amsterdam (NED),17 SEP 2022,1185
4,5,50:43,Eilish MCCOLGAN,25 NOV 1990,GBR,1,Portsmouth (GBR),17 OCT 2021,1185
5,6,50:45,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,Amsterdam (NED),23 SEP 2018,1184
6,6,50:45,Sharon KEMBOI,,KEN,2,Amsterdam (NED),17 SEP 2022,1184
7,8,50:46,Dibabe KUMA,14 SEP 1996,ETH,2,Amsterdam (NED),23 SEP 2018,1183
8,9,50:48,Selamawit TEFERI,24 MAR 1994,ISR,3,Amsterdam (NED),22 SEP 2019,1182
9,10,50:49,Caroline NYAGA,07 OCT 1993,KEN,3,Amsterdam (NED),17 SEP 2022,1182
10,11,50:54,Lornah KIPLAGAT,01 MAY 1974,KEN,1,Amsterdam (NED),22 SEP 2002,1179
11,12,51:00,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Portsmouth (GBR),08 SEP 2002,1176
12,13,51:11,Paula RADCLIFFE,17 DEC 1973,GBR,1,Portsmouth (GBR),26 OCT 2008,1171
13,14,51:16,Colleen DE REUCK,13 APR 1964,RSA,1,"Washington, DC (USA)",05 APR 1998,1169
14,15,51:17,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,Portsmouth (GBR),25 OCT 2015,1168
15,16,51:21,Hilde KIBET,27 MAR 1981,NED,2,Amsterdam (NED),20 SEP 2009,1166
16,17,51:23,Susan CHEPKEMEI,25 JUN 1975,KEN,1,Amsterdam (NED),23 SEP 2001,1165
17,17,51:23,Keira D'AMATO,21 OCT 1984,USA,1,"Washington, DC (USA)",24 NOV 2020,1165
18,19,51:26,Peninah ARUSEI,23 FEB 1979,KEN,3,Amsterdam (NED),20 SEP 2009,1164
19,20,51:27,Derartu TULU,21 MAR 1972,ETH,1,Portsmouth (GBR),09 OCT 2005,1163
20,21,51:30,Hilde KIBET,27 MAR 1981,NED,1,Amsterdam (NED),19 SEP 2010,1162
21,21,51:30,Susan KRUMINS,08 JUL 1986,NED,3,Amsterdam (NED),23 SEP 2018,1162
22,23,51:35,Vicoty CHEPNGENO,12 NOV 1993,KEN,1,"Flint, MI (USA)",24 AUG 2019,1160
23,24,51:38,Buze DIRIBA,09 FEB 1994,ETH,1,"Pittsburgh, PA (USA)",06 NOV 2016,1158
24,24,51:38,Eilish MCCOLGAN,25 NOV 1990,GBR,1,Portsmouth (GBR),20 OCT 2019,1158
25,26,51:40,Rose CHERUIYOT,21 JUL 1976,KEN,1,"Washington, DC (USA)",09 APR 1995,1157
26,26,51:40,Belaynesh FIKADU,28 MAR 1987,ETH,4,Amsterdam (NED),20 SEP 2009,1157
27,28,51:41,Jill BOLTZ,14 OCT 1966,GBR,1,"New York, NY (USA)",20 APR 1991,1157
