"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,44:20,Letesenbet GIDEY,20 MAR 1998,ETH,1.0,Nijmegen (NED),17 NOV 2019,1274
1,2,45:37,Joyciline JEPKOSGEI,08 DEC 1993,KEN,,Praha (CZE),01 APR 2017,1232
2,3,46:14,Florence KIPLAGAT,27 FEB 1987,KEN,,Barcelona (ESP),15 FEB 2015,1212
3,4,46:28,Tirunesh DIBABA,01 OCT 1985,ETH,1.0,Nijmegen (NED),15 NOV 2009,1205
4,5,46:33,Evaline CHIRCHIR,02 FEB 1998,KEN,2.0,Nijmegen (NED),17 NOV 2019,1202
5,6,46:52,Zeineba YIMER,17 JUN 1998,ETH,1.0,Valencia (ESP),08 JUN 2019,1192
6,7,46:57,Elana MEYER,10 OCT 1966,RSA,1.0,Cape Town (RSA),02 NOV 1991,1189
7,7,46:57,Mestawat TUFA,14 SEP 1983,ETH,1.0,Nijmegen (NED),16 NOV 2008,1189
8,9,46:59,Lornah KIPLAGAT,01 MAY 1974,NED,,Udine (ITA),14 OCT 2007,1188
9,9,46:59,Prisca JEPTOO,24 JUN 1984,KEN,1.0,Nijmegen (NED),16 NOV 2014,1188
10,11,47:00,Shalane FLANAGAN,08 JUL 1981,USA,1.0,"Jacksonville, FL (USA)",15 MAR 2014,1188
11,12,47:02,Lydia CHEROMEI,11 MAY 1977,KEN,1.0,Nijmegen (NED),21 NOV 2004,1187
12,13,47:08,Tirunesh DIBABA,01 OCT 1985,ETH,1.0,Nijmegen (NED),18 NOV 2012,1184
13,14,47:15,Deena KASTOR,14 FEB 1973,USA,1.0,"Jacksonville, FL (USA)",08 MAR 2003,1180
14,15,47:17,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1.0,Monaco (MON),21 NOV 1987,1179
15,16,47:18,Beatrice CHEPKOECH,06 JUL 1991,KEN,1.0,Nijmegen (NED),20 NOV 2022,1178
16,17,47:19,Stella CHESANG,01 DEC 1996,UGA,1.0,Nijmegen (NED),18 NOV 2018,1178
17,18,47:20,Deena KASTOR,14 FEB 1973,USA,1.0,"Jacksonville, FL (USA)",10 MAR 2007,1177
18,19,47:21,Evaline CHIRCHIR,02 FEB 1998,KEN,2.0,Nijmegen (NED),20 NOV 2022,1177
19,20,47:22,Mestawat TUFA,14 SEP 1983,ETH,1.0,Nijmegen (NED),19 NOV 2006,1176
20,21,47:24,Joyce Chepkemoi TELE,03 MAY 1995,KEN,1.0,Valencia (ESP),18 SEP 2021,1175
21,22,47:28,Emily SISSON,12 OCT 1991,USA,1.0,"Jacksonville, FL (USA)",05 MAR 2022,1173
22,23,47:29,Tsigie GEBRESELAMA,30 SEP 2000,ETH,1.0,Heerenberg (NED),01 DEC 2019,1172
23,24,47:30,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1.0,"Tyler, TX (USA)",15 MAY 2021,1172
24,25,47:31,Gete WAMI,11 DEC 1974,ETH,2.0,Nijmegen (NED),19 NOV 2006,1171
25,26,47:32,Emily CHEBET,18 FEB 1986,KEN,2.0,Nijmegen (NED),16 NOV 2014,1171
26,27,47:33,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,2.0,Valencia (ESP),08 JUN 2019,1170
27,28,47:35,Evaline CHIRCHIR,02 FEB 1998,KEN,2.0,Nijmegen (NED),18 NOV 2018,1169
28,29,47:36,Bezunesh BEKELE,29 JAN 1983,ETH,1.0,Nijmegen (NED),18 NOV 2007,1169
29,30,47:37,Lornah KIPLAGAT,01 MAY 1974,NED,2.0,Nijmegen (NED),18 NOV 2007,1168
30,30,47:37,Joan Chelimo MELLY,10 NOV 1990,KEN,2.0,Heerenberg (NED),01 DEC 2019,1168
31,30,47:37,Stella CHESANG,01 DEC 1996,UGA,3.0,Nijmegen (NED),20 NOV 2022,1168
32,33,47:38,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1.0,Valencia (ESP),02 JUN 2018,1168
33,34,47:40,Elana MEYER,10 OCT 1966,RSA,1.0,Milnerton (RSA),05 OCT 1991,1167
34,34,47:40,Eilish MCCOLGAN,25 NOV 1990,GBR,4.0,Nijmegen (NED),20 NOV 2022,1167
