"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,34.41,Shaunae MILLER-UIBO,15 APR 1994,BAH,1f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1269
1,2,34.6,Beatrice MASILINGI,10 APR 2003,NAM,1,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,1258
2,3,35.16,Marileidy PAULINO,25 OCT 1996,DOM,1,"Pista Basilio Rodriguez, Carolina (PUR)",17 MAR 2023,1225
3,4,35.3,Ana Gabriela GUEVARA,04 MAR 1977,MEX,1,Ciudad de México (MEX),03 MAY 2003,1217
4,5,35.46,Kathy COOK,03 MAY 1960,GBR,1,London (GBR),18 AUG 1984,1207
5,5,35.46,Chandra CHEESEBOROUGH,10 JAN 1959,USA,2,London (GBR),18 AUG 1984,1207
6,7,35.51,Kathy COOK,03 MAY 1960,GBR,1,London (GBR),09 SEP 1983,1204
7,8,35.7,Irena SZEWIŃSKA,24 MAY 1946,POL,1,London (GBR),04 JUL 1975,1193
8,8,35.7,Lea SPRUNGER,05 MAR 1990,SUI,1f1,Langenthal (SUI),25 MAY 2017,1193
9,10,35.71,Donna FRASER,07 NOV 1972,GBR,1,Gateshead (GBR),28 AUG 2000,1193
10,11,35.74,Courtney OKOLO,15 MAR 1994,USA,1,"Houston, TX (USA)",23 JUL 2016,1191
11,12,35.81,Silke-Beate KNOLL,21 FEB 1967,FRG,1,Olpe (GER),19 MAY 1990,1187
12,13,35.82,Cydonie MOTHERSILL,19 MAR 1978,CAY,1,Sydney (AUS),14 SEP 2000,1187
13,14,35.91,Brittany BROWN,18 APR 1995,USA,2f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1181
14,15,35.92,Ana Gabriela GUEVARA,04 MAR 1977,MEX,1,"International Stadium, Gateshead (GBR)",19 AUG 2001,1181
15,16,35.99,Merlene OTTEY,10 MAY 1960,JAM,3,London (GBR),18 AUG 1984,1177
16,17,36.0,Katharine MERRY,21 SEP 1974,GBR,2,Gateshead (GBR),28 AUG 2000,1176
17,17,36.0,LaTasha COLANDER,23 AUG 1976,USA,3,Gateshead (GBR),28 AUG 2000,1176
18,19,36.01,Michelle SCUTT,17 JUN 1960,GBR,1,London (GBR),13 JUL 1980,1176
19,20,36.07,Jearl MILES-CLARK,04 SEP 1966,USA,2,Sydney (AUS),14 SEP 2000,1172
20,21,36.08,Cydonie MOTHERSILL,19 MAR 1978,CAY,2,"International Stadium, Gateshead (GBR)",19 AUG 2001,1172
21,22,36.1,Kaltouma NADJINA,16 NOV 1976,CHA,3,"International Stadium, Gateshead (GBR)",19 AUG 2001,1170
22,23,36.11,Ana Gabriela GUEVARA,04 MAR 1977,MEX,1,Ljubljana (SLO),10 AUG 2004,1170
23,24,36.12,Jaide STEPTER BAYNES,25 SEP 1994,USA,3f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1169
24,24,36.12,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1f1,"Santa Fe High School Track, Alachua, FL (USA)",05 JUL 2020,1169
25,26,36.2,Ionela ŢIRLEA-MANOLACHE,09 FEB 1976,ROU,2,Ciudad de México (MEX),03 MAY 2003,1165
26,27,36.22,Yelena RUPASOVA,1968,RUS,1,Bad Homburg (GER),24 MAY 1992,1164
27,28,36.24,Nicky VAN LEUVEREN,20 MAY 1990,NED,1f3,Lisse (NED),07 MAY 2016,1162
28,29,36.25,Fatimat YUSUF,02 MAY 1971,NGR,1,Siderno (ITA),23 SEP 1990,1162
29,30,36.27,Lea SPRUNGER,05 MAR 1990,SUI,1f1,Langenthal (SUI),05 MAY 2016,1161
30,31,36.29,Iolanda OANTA,11 OCT 1965,ROU,1,Bucureşti (ROU),14 MAY 1989,1160
31,31,36.29,DeeDee TROTTER,08 DEC 1982,USA,1,"Atlanta, GA (USA)",16 MAY 2014,1160
32,33,36.3,Manuela LEVORATO,16 MAR 1977,ITA,1,Viareggio (ITA),22 AUG 2000,1159
33,34,36.33,Silke-Beate KNOLL,21 FEB 1967,FRG,1,Wuppertal (GER),01 JUN 1990,1157
34,35,36.34,Kendra MACKEY,14 JAN 1969,USA,1,Cwmbran (GBR),12 JUL 1992,1157
35,35,36.34,Jana PITTMAN,09 NOV 1982,AUS,1,Campbelltown (AUS),15 FEB 2003,1157
36,35,36.34,Anna KIEŁBASIŃSKA,26 JUN 1990,POL,4f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1157
37,35,36.34,Anna KIEŁBASIŃSKA,26 JUN 1990,POL,1,"Golęcin Stadion, Poznan (POL)",27 MAY 2022,1157
38,39,36.36,Lillie LEATHERWOOD,06 JUL 1964,USA,1,Birmingham (GBR),19 JUL 1986,1156
39,39,36.36,Grace JACKSON,14 JUN 1961,JAM,1,"Azusa, CA (USA)",24 MAR 1990,1156
40,39,36.36,Gunta VAIČULE,09 MAR 1995,LAT,1f2,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1156
41,39,36.36,Fiordaliza COFIL,27 OCT 2000,DOM,1,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",01 APR 2023,1156
42,43,36.37,Lillie LEATHERWOOD,06 JUL 1964,USA,1,"Azusa, CA (USA)",11 APR 1992,1155
43,43,36.37,Amy Mbacké THIAM,10 NOV 1976,SEN,3,Sydney (AUS),14 SEP 2000,1155
44,45,36.39,Grace JACKSON,14 JUN 1961,JAM,2,Birmingham (GBR),19 JUL 1986,1154
45,45,36.39,Kendall BAISDEN,14 MAR 1995,USA,2,"Houston, TX (USA)",23 JUL 2016,1154
46,47,36.4,Mireille NGUIMGO,07 NOV 1976,CMR,4,Sydney (AUS),14 SEP 2000,1153
47,48,36.41,Eleni ARTYMATA,16 MAY 1986,CYP,2f2,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1153
48,49,36.42,Cathy FREEMAN,16 FEB 1973,AUS,3,Ciudad de México (MEX),03 MAY 2003,1152
49,50,36.43,Cathy FREEMAN,16 FEB 1973,AUS,1,London (GBR),11 AUG 1996,1152
50,50,36.43,Corinna SCHWAB,05 APR 1999,GER,1,"Estadio Municipal de Santa Lucia, Vecindario (ESP)",10 APR 2021,1152
51,52,36.44,Sally GUNNELL,29 JUL 1966,GBR,1,Gateshead (GBR),30 JUL 1993,1151
52,52,36.44,Helena FUCHSOVÁ,03 JUN 1965,CZE,1,Jablonec nad Nisou (CZE),10 AUG 1999,1151
53,54,36.45,Joslyn HOYTE-SMITH,16 DEC 1954,GBR,1,London (GBR),05 JUL 1980,1151
54,55,36.46,Linsey MCDONALD,12 FEB 1964,GBR,2,London (GBR),13 JUL 1980,1150
55,56,36.47,Cynthia BOLINGO,12 JAN 1993,BEL,1f1,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",06 AUG 2022,1149
56,57,36.48,Shanta GHOSH,03 JAN 1975,GER,1,Pliezhausen (GER),21 MAY 2000,1149
57,57,36.48,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1f2,"Santa Fe High School Track, Alachua, FL (USA)",27 JUN 2020,1149
58,57,36.48,Miranda Charlene COETZEE,14 NOV 1997,RSA,2,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,1149
59,60,36.49,Joslyn HOYTE-SMITH,16 DEC 1954,GBR,3,London (GBR),13 JUL 1980,1148
60,60,36.49,Grace JACKSON-SMALL,14 JUN 1961,JAM,2,"Azusa, CA (USA)",11 APR 1992,1148
61,60,36.49,Kyra JEFFERSON,23 SEP 1994,USA,5f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1148
62,63,36.5,Pauline DAVIS-THOMPSON,09 JUL 1966,BAH,2,Gateshead (GBR),30 JUL 1993,1148
63,63,36.5,Leslie COLE,16 FEB 1987,USA,1,"Pasadena, CA (USA)",23 MAR 2012,1148
64,63,36.5,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,6f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1148
65,63,36.5,Roxana GÓMEZ,07 JAN 1999,CUB,2,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",01 APR 2023,1148
66,67,36.51,Sandie RICHARDS,06 NOV 1968,JAM,4,Gateshead (GBR),28 AUG 2000,1147
67,67,36.51,Natasha HASTINGS,23 JUL 1986,USA,1f1,"PVAMU Track Stadium, Prairie View, TX (USA)",23 JUL 2020,1147
68,69,36.52,Monique HENNAGAN,26 MAY 1976,USA,4,"International Stadium, Gateshead (GBR)",19 AUG 2001,1147
69,70,36.54,Cynthia BOLINGO,12 JAN 1993,BEL,1,"Stadion De Veen, Heusden-Zolder (BEL)",06 SEP 2020,1145
70,71,36.55,Petra SCHERSING,18 JUL 1965,GDR,2,Canberra (AUS),02 OCT 1985,1145
71,71,36.55,Andrea THOMAS,09 APR 1963,GER,2,Bad Homburg (GER),24 MAY 1992,1145
72,71,36.55,Claudine KOMGANG-FOTSING,21 APR 1974,CMR,5,Sydney (AUS),14 SEP 2000,1145
73,71,36.55,Leah ANDERSON,01 DEC 1999,JAM,3,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",01 APR 2023,1145
74,75,36.58,Silke-Beate KNOLL,21 FEB 1967,GER,1,Wuppertal (GER),07 MAY 1995,1143
75,75,36.58,Manuela LEVORATO,16 MAR 1977,ITA,1,Viareggio (ITA),22 AUG 2001,1143
76,75,36.58,Denisa ROSOLOVÁ,21 AUG 1986,CZE,1,Praha (CZE),25 JUL 2014,1143
77,75,36.58,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,1,Warszawa (POL),20 MAY 2017,1143
78,79,36.59,Juliet CAMPBELL,17 MAR 1970,JAM,2,Cwmbran (GBR),12 JUL 1992,1143
79,79,36.59,Lada VONDROVÁ,06 SEP 1999,CZE,1,Ustí Nad Orlicí (CZE),30 AUG 2022,1143
80,81,36.6,Michelle SCUTT,17 JUN 1960,GBR,2,London (GBR),05 JUL 1980,1142
81,81,36.6,Natalia KACZMAREK,17 JAN 1998,POL,1,"Stadion Lekkoatletyczny, Suwalki (POL)",15 MAY 2022,1142
