"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,19:46,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Hildesheim (GER),27 AUG 2006,1239
1,2,20:08,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Hildesheim (GER),13 SEP 2003,1211
2,3,20:11,Gillian O'SULLIVAN,21 AUG 1976,IRL,1,Kraków (POL),14 JUN 2003,1207
3,4,20:13,Elisabetta PERRONE,09 JUL 1968,ITA,1,Rieti (ITA),02 AUG 2003,1205
4,4,20:13,Gillian O'SULLIVAN,21 AUG 1976,IRL,1,Santry (IRL),09 AUG 2003,1205
5,6,20:16,Yelena NIKOLAYEVA,01 FEB 1966,RUS,2,Kraków (POL),14 JUN 2003,1201
6,7,20:24,Yelena GINKO,30 JUL 1976,BLR,2,Hildesheim (GER),27 AUG 2006,1191
7,8,20:25,Kerry SAXBY,02 JUN 1961,AUS,1,Hildesheim (GER),10 JUN 1989,1190
8,9,20:29,Valentina TSYBULSKAYA,19 FEB 1968,BLR,2,Hildesheim (GER),13 SEP 2003,1185
9,10,20:34,Kerry SAXBY,02 JUN 1961,AUS,1,Hildesheim (GER),24 SEP 1987,1179
10,10,20:34,Yelena NIKOLAYEVA,01 FEB 1966,RUS,3,Hildesheim (GER),13 SEP 2003,1179
11,12,20:36,Alina IVANOVA,16 MAR 1969,URS,1,L'Hospitalet (ESP),21 APR 1991,1176
12,12,20:36,Gillian O'SULLIVAN,21 AUG 1976,IRL,1,Sligo (IRL),30 MAY 2004,1176
13,14,20:37,Olga KARDOPOLTSEVA,11 SEP 1966,URS,2,L'Hospitalet (ESP),21 APR 1991,1175
14,14,20:37,Claudia IOVAN,25 FEB 1978,ROU,1,L’Hospitalet-près-l’Andorre (FRA),30 MAY 1999,1175
15,14,20:37,Susana FEITOR,28 JAN 1975,POR,1,Kraków (POL),09 JUN 2001,1175
16,17,20:38,Vera MAKOLOVA-NACHARKINA,17 FEB 1966,URS,1,Leningrad (URS),05 AUG 1989,1174
17,17,20:38,Melanie SEEGER,08 JAN 1977,GER,4,Hildesheim (GER),13 SEP 2003,1174
18,17,20:38,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Os (NOR),12 JUN 2009,1174
19,20,20:40,Kerry SAXBY,02 JUN 1961,AUS,1,L'Hospitalet (ESP),06 MAY 1990,1171
20,20,20:40,Elisabetta PERRONE,09 JUL 1968,ITA,3,Kraków (POL),14 JUN 2003,1171
21,22,20:41,Olga KARDOPOLTSEVA,11 SEP 1966,URS,1,Alushta (URS),05 MAY 1990,1170
22,23,20:42,Olga KANISKINA,19 JAN 1985,RUS,1,Saransk (RUS),10 JUN 2006,1169
23,24,20:44,Kerry SAXBY-JUNNA,02 JUN 1961,AUS,1,L'Hospitalet (ESP),12 MAY 1992,1166
24,24,20:44,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,4,Kraków (POL),14 JUN 2003,1166
25,26,20:45,Ileana SALVADOR,16 JAN 1962,ITA,1,Duisburg (GER),29 AUG 1989,1165
26,27,20:46,Kerry SAXBY,02 JUN 1961,AUS,1,La Coruña (ESP),12 MAY 1990,1164
27,28,20:47,Lyudmila ARKHIPOVA,12 SEP 1980,RUS,2,Saransk (RUS),10 JUN 2006,1163
28,29,20:48,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1,L'Hospitalet (ESP),29 MAY 1994,1161
29,29,20:48,Melanie SEEGER,08 JAN 1977,GER,5,Kraków (POL),14 JUN 2003,1161
30,31,20:51,Tamara KOVALENKO,05 JUN 1964,RUS,1f1,Moskva (RUS),03 MAY 1998,1158
31,32,20:52,Kerry SAXBY,02 JUN 1961,AUS,1,Adelaide (AUS),16 OCT 1988,1157
32,32,20:52,Vera MAKOLOVA-NACHARKINA,17 FEB 1966,URS,2,Duisburg (GER),29 AUG 1989,1157
33,32,20:52,Yevdokiya KOROTKOVA,28 FEB 1979,RUS,3,Saransk (RUS),10 JUN 2006,1157
34,35,20:53,Sada BUKŠNIENÉ-EIDIKYTÉ,22 JUN 1967,URS,2,Hildesheim (GER),10 JUN 1989,1155
35,35,20:53,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,3,Hildesheim (GER),27 AUG 2006,1155
36,37,20:55,Beate ANDERS,04 FEB 1968,GDR,2,La Coruña (ESP),12 MAY 1990,1153
37,37,20:55,Yelena GINKO,30 JUL 1976,BLR,5,Hildesheim (GER),13 SEP 2003,1153
38,39,20:56,Susana FEITOR,28 JAN 1975,POR,1,Kraków (POL),08 JUN 2002,1152
39,39,20:56,Melanie SEEGER,08 JAN 1977,GER,1,Ulm (GER),28 JUN 2003,1152
40,39,20:56,Irina YEZHOVA,25 JUN 1986,RUS,4,Saransk (RUS),10 JUN 2006,1152
41,42,20:58,Alina IVANOVA,16 MAR 1969,RUS,2,L'Hospitalet (ESP),12 MAY 1992,1149
42,43,20:59,Kerry SAXBY,02 JUN 1961,AUS,1,Bad Krozingen (FRG),22 AUG 1987,1148
43,44,21:01,Kerry SAXBY,02 JUN 1961,AUS,1,Fürth (GER),08 AUG 1987,1146
44,44,21:01,Kerry SAXBY,02 JUN 1961,AUS,1,Mézidon-Canon (FRA),04 JUN 1989,1146
45,44,21:01,Nadezhda RYASHKINA,22 JAN 1967,RUS,2,Kraków (POL),08 JUN 2002,1146
46,44,21:01,Lyudmila YEFIMKINA,22 AUG 1981,RUS,1,Moskva (RUS),25 SEP 2005,1146
47,44,21:01,Lyudmila YEFIMKINA,22 AUG 1981,RUS,1,Buy (RUS),25 SEP 2005,1146
48,49,21:02,Olga LUKYANCHUK,07 DEC 1976,UKR,1,Kyiv (UKR),16 JUN 2000,1144
49,50,21:03,Kerry SAXBY,02 JUN 1961,AUS,1,Mézidon-Canon (FRA),08 MAY 1988,1143
50,50,21:03,Katarzyna RADTKE,31 AUG 1969,POL,,Sopot (POL),04 MAY 1996,1143
51,50,21:03,Nadezhda RYASHKINA,22 JAN 1967,RUS,2f2,Moskva (RUS),03 MAY 1998,1143
52,53,21:04,Tamara KOVALENKO,05 JUN 1964,URS,1,Odessa (URS),20 AUG 1988,1142
53,53,21:04,Yelena GRUZINOVA,1967,URS,2,Leningrad (URS),05 AUG 1989,1142
54,53,21:04,María VASCO,26 DEC 1975,ESP,1,Barcelona (ESP),06 FEB 2005,1142
55,53,21:04,Yelena GINKO,30 JUL 1976,BLR,1,Hildesheim (GER),28 AUG 2005,1142
56,57,21:05,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,2,Ulm (GER),28 JUN 2003,1141
57,57,21:05,Irina PUDOVKINA,11 FEB 1980,RUS,2,Moskva (RUS),25 SEP 2005,1141
58,57,21:05,Irina PUDOVKINA,11 FEB 1980,RUS,2,Buy (RUS),25 SEP 2005,1141
59,57,21:05,Xizhen YANG,11 MAR 2006,CHN,1,Taicang (CHN),08 APR 2023,1141
60,61,21:06,Anisiya KORNIKOVA-KIRDYAPKINA,23 OCT 1989,RUS,5,Saransk (RUS),10 JUN 2006,1139
61,61,21:06,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,1,Ulm (GER),15 JUL 2006,1139
62,63,21:07,Kerry SAXBY,02 JUN 1961,AUS,1,Canberra (AUS),07 JUN 1987,1138
63,63,21:07,Valentina TSYBULSKAYA,19 FEB 1968,BLR,1,Druskininkai (LTU),07 SEP 2003,1138
64,65,21:09,Olga KARDOPOLTSEVA,11 SEP 1966,URS,3,Leningrad (URS),05 AUG 1989,1136
65,65,21:09,Elisa RIGAUDO,17 JUN 1980,ITA,1,Firenze (ITA),10 JUL 2004,1136
66,67,21:10,Ileana SALVADOR,16 JAN 1962,ITA,1,Arzignano (ITA),12 JUN 1993,1135
67,67,21:10,Elisa RIGAUDO,17 JUN 1980,ITA,2,Rieti (ITA),02 AUG 2003,1135
68,67,21:10,Yelena GINKO,30 JUL 1976,BLR,1,Druskininkai (LTU),04 SEP 2004,1135
69,67,21:10,Tatyana KALMYKOVA,10 JAN 1990,RUS,1,Cheboksary (RUS),16 JUN 2007,1135
70,67,21:10,Nadezhda SERGEYEVA,12 MAR 1994,RUS,1,Voronovo (RUS),24 AUG 2019,1135
71,72,21:12,Tatyana KOROTKOVA,24 APR 1980,RUS,3,Moskva (RUS),25 SEP 2005,1132
72,72,21:12,Tatyana KOROTKOVA,24 APR 1980,RUS,3,Buy (RUS),25 SEP 2005,1132
73,72,21:12,Lyudmila ARKHIPOVA,12 SEP 1980,RUS,1,Buy (RUS),24 SEP 2006,1132
74,72,21:12,Viktória MADARÁSZ,12 MAY 1985,HUN,1,Nitra (SVK),25 SEP 2014,1132
75,76,21:13,Yelena SAYKO,24 DEC 1967,URS,4,Leningrad (URS),05 AUG 1989,1131
76,76,21:13,Larisa YEMELYANOVA,06 JAN 1980,RUS,4,Moskva (RUS),25 SEP 2005,1131
77,76,21:13,Yevdokiya KOROTKOVA,28 FEB 1979,RUS,5,Moskva (RUS),25 SEP 2005,1131
78,76,21:13,Larisa YEMELYANOVA,06 JAN 1980,RUS,4,Buy (RUS),25 SEP 2005,1131
79,76,21:13,Yevdokiya KOROTKOVA,28 FEB 1979,RUS,5,Buy (RUS),25 SEP 2005,1131
80,76,21:13,Jolanta DUKURE,20 SEP 1979,LAT,1,Valga (EST),27 MAY 2006,1131
81,76,21:13,Viktória MADARÁSZ,12 MAY 1985,HUN,1,Nitra (SVK),04 OCT 2013,1131
