"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
0,1,29:14,Yalemzerf YEHUALAW,03 AUG 1999,ETH,1,Castellón (ESP),27 FEB 2022,1290
1,2,29:19,Yalemzerf YEHUALAW,03 AUG 1999,ETH,1,Valencia (ESP),15 JAN 2023,1286
2,3,29:38,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,1,Genève (SUI),03 OCT 2021,1268
3,4,29:43,Joyciline JEPKOSGEI,08 DEC 1993,KEN,1,Praha (CZE),09 SEP 2017,1263
4,5,29:46,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Valencia (ESP),12 JAN 2020,1261
5,6,29:50,Rosemary WANJIRU,09 DEC 1994,KEN,2,Valencia (ESP),12 JAN 2020,1257
6,6,29:50,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,1,Valencia (ESP),03 OCT 2021,1257
7,8,29:51,Norah JERUTO,02 OCT 1995,KEN,3,Valencia (ESP),12 JAN 2020,1256
8,9,29:57,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Praha (CZE),07 SEP 2019,1250
9,9,29:57,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,2,Praha (CZE),07 SEP 2019,1250
10,11,30:01,Agnes Jebet TIROP,23 OCT 1995,KEN,1,Herzogenaurach (GER),12 SEP 2021,1247
11,11,30:01,Jesca CHELANGAT,09 JAN 1998,KEN,2,Valencia (ESP),15 JAN 2023,1247
12,13,30:05,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,Tilburg (NED),01 SEP 2019,1243
13,14,30:06,Fancy CHEMUTAI,20 MAR 1995,KEN,2,Praha (CZE),09 SEP 2017,1242
14,15,30:07,Norah JERUTO,02 OCT 1995,KEN,3,Praha (CZE),07 SEP 2019,1241
15,15,30:07,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Brasov (ROU),25 SEP 2022,1241
16,17,30:08,Norah JERUTO,02 OCT 1995,KEN,2,Valencia (ESP),03 OCT 2021,1240
17,18,30:12,Senbere TEFERI,03 MAY 1995,ETH,1,"New York, NY (USA)",10 JUN 2023,1236
18,19,30:14,Vicoty CHEPNGENO,12 NOV 1993,KEN,2,Castellón (ESP),27 FEB 2022,1235
19,20,30:15,Tsehay GEMECHU,12 DEC 1998,ETH,1,Valencia (ESP),13 JAN 2019,1234
20,20,30:15,Hellen OBIRI,13 DEC 1989,KEN,1,Manchester (GBR),22 MAY 2022,1234
21,20,30:15,Esther BORURA,05 JAN 2000,KEN,3,Valencia (ESP),15 JAN 2023,1234
22,23,30:16,Irine Chepet CHEPTAI,04 FEB 1992,KEN,1,Praha (CZE),03 SEP 2022,1233
23,24,30:17,Sheila CHEPKIRUI,27 DEC 1990,KEN,2,Herzogenaurach (GER),12 SEP 2021,1232
24,25,30:19,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1,Praha (CZE),08 SEP 2018,1230
25,25,30:19,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,1,Lille (FRA),06 NOV 2021,1230
26,25,30:19,Eilish MCCOLGAN,25 NOV 1990,GBR,2,Manchester (GBR),22 MAY 2022,1230
27,25,30:19,Hellen OBIRI,13 DEC 1989,KEN,2,"New York, NY (USA)",10 JUN 2023,1230
28,29,30:20,Agnes Jebet TIROP,23 OCT 1995,KEN,2,Genève (SUI),03 OCT 2021,1229
29,30,30:21,Paula RADCLIFFE,17 DEC 1973,GBR,1,San Juan (PUR),23 FEB 2003,1228
30,31,30:22,Fancy CHEMUTAI,20 MAR 1995,KEN,2,Praha (CZE),08 SEP 2018,1227
31,32,30:23,Fancy CHEMUTAI,20 MAR 1995,KEN,1,Appingedam (NED),24 JUN 2017,1226
32,32,30:23,Diana Chemtai KIPYOKEI,05 MAY 1994,KEN,3,Praha (CZE),08 SEP 2018,1226
33,32,30:23,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,1,Ourense (ESP),14 NOV 2021,1226
34,32,30:23,Jesca CHELANGAT,09 JAN 1998,KEN,2,Praha (CZE),03 SEP 2022,1226
